Class,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-0,NRC-10-1,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-0,NRC-10-Expanded-1,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
0,0,0,0,0,0,0,0.62,-3.064,2.225,-1.552,0,1,0,0,0,0,0,0,0,0,0.714764,0.526177,0.589865,0.471733,0.247248,0.478709,0.295499,0.292928,2.640839,0.925258,0.585363,0,0,0.495435,0.569145,0.262837,1.132221,0,0.490756,-0.33125,0,0,0
1,0,0,0,0,0,0,1.115,-0.78,1.214,-0.306,0,0,0,0,0,0,0,0,0,0,0.160154,0.290977,0.042902,0.177907,0.202166,0.066796,0.106332,0.551814,0.417745,1.123648,0.010996,0,0,0,0,0,0.044807,0.211601,0.1875,0,0,0,0
1,2,0,1,0,2,0,3.143,-3.223,5.088,-5.125,0,0,0,0,0,0,0,0,0,0,1.606885,1.199197,1.366229,1.509354,0.659785,0.641787,0.710296,0.935488,5.843287,2.415358,1.49233,0.738586,0.398489,0.910986,1.534925,0,1.119021,0.501338,3.525558,-0.9375,0,0,0
1,3,1,2,2,3,-5,4.142,-3.437,2.756,-3.707,0,1,1,1,2,2,0,1,3,3,0.907293,1.1968,0.922068,0.773431,0.809192,0.490207,0.508415,1.040724,3.275587,2.239139,1.226886,0.958295,0.560323,1.499382,2.699285,0.204503,0.76127,1.518851,1.488294,-0.785583,0,0,1
0,0,2,0,3,0,-6,0,-8.71,0.006,-1.469,2,0,1,1,0,1,0,0,2,0,0.293118,0.021489,0.218893,0.213177,0.001783,0.68191,0.009015,0.003536,0.908562,0.00252,1.270054,0,1.105036,0,0.052576,0.778158,0,0,0,-0.885417,0,0,0
1,1,0,0,0,0,0,1.451,-0.28,1.836,-0.109,0,0,0,0,0,0,0,0,0,1,0.242396,0.180274,0.076288,0.18282,0.144533,0.068211,0.088461,0.263926,0.622744,0.55651,0,0.95898,0,0,0.124434,0,0.183042,0.251849,0.125,-0.0625,0,0,0
0,1,1,1,1,2,0,3.471,-2.644,4.461,-3.919,0,0,0,0,0,0,0,0,0,0,1.028614,0.924459,0.833113,0.826719,1.107984,0.593311,0.477173,1.048538,3.974318,2.748981,1.883467,0.391651,5.643335,0,0.752301,0.633754,0.514138,0.196956,0.125,-3.0375,0,0,2
1,2,0,1,0,2,0,1.905,-2.969,1.172,-5.171,0,1,0,0,0,0,0,1,0,1,0.944754,0.770604,0.541537,0.710263,0.323596,0.334052,0.437652,0.618404,3.450577,1.051509,0.911796,0.710838,0.727286,1.686737,0.417547,0.704139,0.196874,1.084319,1.48181,-0.932495,0,0,0
1,0,0,0,0,0,0,3.09,-0.64,0.71,-0.58,1,0,0,0,0,0,0,0,1,0,0.197911,0.277381,0.17978,0.214609,0.254924,0.133886,0.138351,0.479526,0.935903,1.121176,0.177105,0.061206,0.088796,0.61307,0.230342,0,0.101771,0.166457,0,-0.033929,0,0,0
1,0,0,0,0,1,0,1.103,-0.715,1.709,-0.298,0,0,0,0,0,0,0,0,0,0,0.550203,0.27107,0.39244,0.382219,0.201241,0.157497,0.174369,0.359494,1.689354,0.654885,0.58129,0,0.393831,0.225223,0,0,0.177054,0,0.041667,-0.375,0,0,0
1,1,0,1,0,3,0,1.544,-0.802,2.478,-0.565,0,0,0,0,1,0,0,0,0,1,0.214497,0.39215,0.166152,0.263322,0.419762,0.173877,0.186596,0.37924,1.013059,1.219951,0,0,0.022884,0.031683,0.621443,0.536243,0.198878,0.341263,1.370833,-0.125,0,0,0
1,0,0,0,0,5,0,1.356,-6.723,0.64,-6.33,0,0,0,0,0,0,0,0,0,0,1.740718,0.663971,1.697601,1.099687,0.41223,0.915139,0.472764,0.571505,5.725005,1.131291,0.941382,0.634492,2.259758,0.337612,0.013873,0.607945,1.170144,0.066572,0.166548,-0.11875,0,0,1
1,2,0,0,0,1,0,1.355,-0.027,0.483,-0.613,0,0,0,0,0,0,0,0,0,0,0.137808,0.239044,0.064655,0.087028,0.304643,0.047378,0.171465,0.394924,0.325385,0.730259,0,0,0,0.156939,0.258331,0,0.345521,0,0.301873,0,0,0,0
0,3,0,2,0,0,0,0.75,-2.678,1.887,-1.347,0,1,0,0,0,0,0,0,0,1,0.679311,0.626196,0.495723,0.649257,0.423419,0.290367,0.328241,0.619273,2.592423,1.589322,0.150243,1.547116,0.184092,1.259523,0,0.540716,0.99933,0,1.492441,-0.497917,0,0,0
1,0,1,1,1,4,-2,8.824,-2.341,6.895,-2.359,0,0,0,0,0,0,1,0,1,0,0.743247,1.315669,0.575754,0.630752,1.759282,0.361126,0.616271,1.956285,2.82649,4.802471,0.155727,1.214374,0.645958,1.667529,2.631374,0.578354,0.804795,4.54875,1.119048,-0.291667,0,0,0
1,3,3,3,3,7,-3,3.627,-2.139,2.238,-5.279,0,0,0,0,1,0,0,1,0,1,2.053076,1.069452,2.166411,1.981567,1.160462,1.248826,0.672223,1.264546,7.363008,2.821752,0.930735,1.471395,2.600059,0.597873,0.211605,0.713187,0.825208,1.602822,2.734847,-1.199107,0,0,1
1,1,1,0,1,0,-2,1.711,-2.273,0.853,-3.361,1,1,1,1,0,1,0,1,1,2,0.456807,0.389884,0.345317,0.379877,0.318814,0.136717,0.247483,0.388207,1.556889,0.950925,0.406498,2.07318,0.445688,0,0.240478,0.920017,0.446726,1.506679,1.207279,-0.947917,0,0,0
1,1,0,1,0,2,0,1.053,-1.685,1.499,-1.491,0,1,0,0,0,0,0,0,0,0,0.367582,0.449533,0.292338,0.362879,0.329521,0.24365,0.186345,0.477952,1.733925,1.190616,0.622762,0.220347,0,0.498324,0.243859,0,0.556099,0.076903,2.63125,-0.333333,0,0,0
0,3,1,1,1,4,-2,1.954,-5.135,1.98,-2.254,0,1,0,1,1,0,0,1,1,1,0.846027,0.672012,0.558024,0.840859,0.506668,0.462514,0.567848,0.562463,3.559431,1.451917,0.524128,0,0.422535,1.984591,1.346792,0.546607,0,0.299382,2.27619,-1.15,0,0,0
1,5,0,3,0,8,0,2.189,-0.982,2.129,-1.053,0,1,0,0,1,0,1,1,0,1,0.332481,1.041429,0.188632,0.255198,1.183423,0.167823,0.499482,0.813093,1.04542,2.613106,0.164112,0,0,0.711856,1.644903,0.48289,1.197887,0.64622,5.461523,0,0,0,0
1,2,0,1,0,5,0,6.975,-0.82,2.665,-0.887,0,1,0,0,1,0,1,1,0,1,0.19355,0.564112,0.212973,0.135465,1.023888,0.0716,0.272286,0.548836,0.722762,1.922674,0.388545,0,0.088796,0.941965,0.706738,0,0.405216,0.166457,1.208631,-0.104167,0,0,0
1,0,0,0,0,0,0,1.086,-0.062,1.435,-0.852,0,0,0,0,0,0,0,0,0,0,0.215366,0.246,0.081537,0.16742,0.441719,0.053881,0.264072,0.31135,0.55748,0.847253,0.25126,0,0.093445,0.309726,0.124434,0,0.625051,0,0,0,0,0,0
1,0,1,2,0,2,0,2.11,-2.191,3.658,-0.232,0,0,0,0,0,0,0,0,0,0,0.460565,0.660275,0.189118,0.26151,0.905105,0.16305,0.311896,0.848044,1.432568,1.356697,0.388576,0.577826,0.304062,0.105075,1.394802,0,0.00592,0.069046,0.66994,0,0,0,0
0,0,1,0,2,0,-3,0,-3.196,0.072,-2.089,0,0,0,0,0,0,0,0,0,0,0.505062,0.279876,0.367576,0.418309,0.140461,0.668226,0.242583,0.182485,2.425414,0.301944,0.549676,0,0.26989,0,0,0.949779,0,0,0,-0.895833,0,0,0
0,2,0,1,0,3,0,1.574,-3.607,3.736,-0.872,0,2,0,0,1,0,1,1,0,1,0.746395,0.508871,0.773338,0.779529,0.266181,0.512175,0.206735,0.385317,3.139199,1.179335,0.49048,0,0,0.49569,1.860699,0.148301,0.330428,0.385614,1.922971,-0.381731,0,0,1
1,1,0,1,0,0,0,5.146,-3.821,2.506,-2.14,0,0,0,0,0,0,0,0,0,0,0.678745,0.827236,0.540929,0.570933,0.856005,0.312553,0.442313,0.902307,2.952806,1.968571,0.048561,0.027056,0.438336,0.189615,1.389488,1.404513,1.499913,0,0.933333,-0.125,0,0,1
1,0,0,0,0,0,0,0.138,-1.733,0.737,-0.537,0,1,0,0,0,0,0,0,0,0,0.377156,0.349835,0.340098,0.39675,0.167733,0.188263,0.179481,0.261402,1.919549,0.680402,0.024281,0,0,0,0.125975,0,0.766259,0,0.386607,-0.125,0,0,0
0,0,0,0,0,0,0,0,-0.414,0.448,0,0,0,0,0,0,0,0,0,0,0,0.124495,0.089715,0.016396,0.025428,0.046992,0.007711,0.023257,0.048758,0.23179,0.13074,0.556558,0,0,0,0,0,0,0,0.020833,-0.935417,0,0,0
1,1,1,1,1,2,-3,3.491,-2.932,6.587,-1.872,1,0,1,1,1,1,0,0,1,1,1.019045,0.759467,0.946503,1.039099,0.696602,0.357904,0.307815,0.967346,3.659173,2.17843,0.184676,0.169779,1.476507,1.299174,1.55065,0.476809,0.170059,0.738386,1.025207,-2.777277,0,0,0
1,4,0,1,0,6,0,5.276,-0.666,3.053,-3.227,0,0,0,0,0,0,0,0,0,0,0.506107,0.718999,0.509525,0.471972,1.120697,0.271723,0.515791,1.26045,2.191964,2.661211,0.733778,0.297987,0.176888,0.535125,0.872029,0.26452,1.264225,0.686024,1.170238,-0.25,0,0,0
0,2,0,1,0,6,-2,3.026,-3.358,3.906,-4.673,1,0,1,1,0,0,0,0,1,1,1.348087,0.473976,1.723137,1.423567,0.397388,0.664569,0.410461,0.591627,5.146283,1.28843,1.59544,0.037255,0.893246,0.879317,0.565058,0.176506,3.207606,0,2.403274,-0.1875,0,0,1
1,1,1,0,1,0,-1,1.413,-1.939,1.558,-2.166,0,0,0,0,0,0,1,0,1,0,0.687412,0.473673,0.374012,0.471968,0.287084,0.301875,0.395754,0.452056,2.536202,1.004711,1.452342,0.521578,0.58254,0.225223,0,0.283087,0.788446,0.172968,0.915774,-1.135565,0,0,0
1,1,0,1,0,2,0,1.352,-0.09,1.934,0,0,1,0,0,1,0,0,1,0,1,0.110299,0.022814,0.197804,0.12805,0.01536,0.027313,0.009993,0.015965,0.396666,0.039548,0,0,0.53352,0.038304,0.956012,0,0,0,0.704167,0,0,0,0
1,1,1,0,1,2,-4,2.358,-4.886,1.912,-5.673,1,2,1,1,2,1,0,1,1,2,1.150875,1.051953,0.605489,0.76551,0.706914,0.603731,0.539458,1.24033,4.544373,2.588778,0.494533,0.934184,1.180759,0.391758,0.714101,1.292366,0.711176,0.636381,1.192398,-0.822917,0,0,1
1,1,0,1,0,3,0,1.998,-1.081,2.339,-0.654,0,1,0,0,1,0,0,1,0,1,0.47374,0.325842,0.362537,0.392878,0.400684,0.28276,0.295121,0.499044,1.930124,0.947181,0.153852,0,0.412947,0,1.706509,0.072825,0.99081,0,1.0875,-0.125,0,0,0
1,0,0,0,0,0,0,1.4,-3.043,2.755,-0.657,0,0,0,0,0,0,0,0,0,1,0.521507,0.584598,0.351312,0.318234,0.533548,0.222112,0.263767,0.977859,1.882495,2.143671,0.020153,0.061206,1.699611,0.053112,0.248868,0,3.401331,0,0.254167,0,0,0,0
0,3,3,3,0,9,0,4.157,-5.984,6.127,-3.406,0,2,0,0,2,0,1,2,1,2,1.114888,0.831654,0.849899,0.95277,0.771196,0.499939,0.467107,0.751418,4.246288,2.241613,2.321696,0.032348,0.134897,0.412489,1.287232,0.25169,1.343746,0.331603,5.772595,-0.808929,0,0,0
1,1,1,1,0,10,-1,4.049,-3.837,2.344,-4.291,0,1,0,0,1,0,1,1,0,1,0.986258,0.732996,1.049888,0.931957,0.679451,0.455735,0.477579,0.624357,4.070085,1.74451,0.489507,1.087252,0.228597,0.940162,0.577316,0.48024,2.586093,0,0.05,-0.5,0,0,0
0,0,0,0,0,0,0,2.256,-4.117,1.804,-2.165,0,0,0,0,0,0,0,0,0,0,0.620503,1.099573,0.377437,0.583993,0.82771,0.475188,0.366313,0.615943,2.707107,2.017647,0.256798,0.963939,0.105555,1.773442,0.303787,0.354745,0.875789,0.549486,0.325,-0.988988,0,0,1
0,0,1,0,1,0,-2,0,-2.256,0.526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.597655,0,0,0,0.309385,0,0,0,0.125,0,0,0,0
1,2,0,0,0,1,0,2.948,0,1.184,0,0,0,0,0,0,0,0,0,0,0,0.185416,0.508338,0.099334,0.170481,0.628331,0.063149,0.260168,0.70819,0.627623,1.889026,0,0.264799,0,0.14293,0.383541,0.024296,0.098958,0.670859,0.3125,0,0,0,0
1,0,0,0,0,0,0,3.229,-2.965,2.67,-2.037,0,0,0,0,0,0,0,0,0,0,0.885745,0.822765,0.723081,0.931817,0.490788,0.434561,0.583268,0.674723,3.282173,1.405196,0.190602,1.836691,0.070328,0.858337,1.272361,2.205003,0,0.200011,0.120969,-0.275,0,0,1
1,1,0,1,0,2,0,1.346,-0.499,1.985,-0.183,0,2,0,0,2,0,2,1,0,2,0.17624,0.531252,0.050649,0.113614,0.230099,0.050051,0.127975,0.245305,0.360831,0.596967,0.198014,0.496964,0,0.494293,0.898724,0.460075,0.357622,0.245606,0.549702,-0.0625,0,0,0
1,1,0,0,0,2,0,6.107,-1.665,2.75,-4.512,1,1,0,1,1,0,1,1,1,1,0.638611,1.520049,0.556654,0.597227,1.358526,0.316107,0.618628,1.398158,2.763683,3.950226,0.606791,1.667708,1.060696,2.426581,1.224059,0.644559,0.301233,1.962889,0.241964,-0.326562,0,0,1
1,1,0,3,0,0,0,1.79,-2.044,3.096,-0.975,0,1,0,0,0,0,0,0,0,0,0.181946,0.284749,0.089965,0.125666,0.182911,0.030191,0.080892,0.388896,0.485474,1.276445,0.019892,0.512942,0.085605,1.002659,0.157199,0.555124,0.361124,0,0.216543,0,0,0,0
1,0,0,0,0,0,0,2.831,0,0.229,-0.357,0,0,0,0,0,0,0,0,0,0,0.055838,0.165543,0.023572,0.041932,0.199047,0.034393,0.128624,0.217411,0.175963,0.511562,0.073887,0,0.088796,0,0.274742,0.578354,0,0.166457,0,0,0,0,0
1,4,0,2,0,5,-1,4.296,-3.874,5.894,-2.052,0,0,0,0,0,0,0,0,0,0,1.260348,1.418583,0.905046,1.05517,1.248779,0.708762,0.752632,1.065559,4.927836,3.836091,1.007754,1.430009,0.793925,0.369107,3.033054,0.675533,1.580081,0.568573,2.772291,-0.93411,0,0,1
1,2,1,3,1,3,-4,6.164,-1.461,3.024,-3.614,1,0,1,0,1,0,0,0,1,1,0.649874,1.352272,0.607466,0.673653,1.660164,0.296956,0.679848,1.311153,2.535407,3.528322,0.924254,0.344727,0.424512,0.152651,1.977488,0.205277,1.420564,0.516897,1.413988,-1.213447,0,0,0
1,2,1,1,0,4,0,4.045,-1.475,5.609,-1.857,0,1,0,0,0,0,0,0,0,0,0.691078,0.556485,0.651424,0.517546,1.004058,0.280222,0.489489,0.565988,2.825555,1.957146,0.004439,0.72054,0.088092,0.358484,2.153373,0,2.25562,0,1.853274,-0.501894,0,0,0
1,2,3,2,3,4,-6,7.727,-9.075,5.105,-5.126,1,0,0,1,0,0,1,0,1,0,1.267195,2.045273,0.941039,1.218194,2.718006,1.393806,0.972998,2.09321,4.368322,5.242245,0.292432,0.49616,0.34937,0.163602,0.836226,3.032693,1.473785,0.852481,0.541667,-2.387996,0,0,0
1,0,0,0,0,0,0,1.903,-0.115,1.015,0,0,0,0,0,0,0,0,0,0,0,0.327275,0.370864,0.197524,0.143857,0.450593,0.057102,0.223075,0.155324,0.795861,0.918853,0.130632,0.670457,0.195228,0,0,0.274672,1.118928,0,0.458333,-0.3125,0,0,0
0,2,1,1,1,2,-2,0.457,-5.899,0.263,-2.015,0,0,1,0,0,1,0,0,1,0,0.792131,0.570903,0.702745,0.495618,0.303104,0.450509,0.280923,0.370735,2.474638,1.06655,0.918381,0.214607,1.588231,0.308177,0.243859,0,0.108825,0.596469,2.55534,-1.485863,0,0,0
1,0,0,0,0,0,0,5.312,0,0.292,0,0,0,0,0,0,0,0,0,0,0,0.038862,0.162253,0.041206,0.034781,0.476483,0.013437,0.11972,0.404123,0.093442,0.836275,0,0.516336,0,0,0,0.023358,0,0.539531,0,0,0,0,0
1,0,1,0,0,2,-2,4.052,-0.83,1.167,-2.125,1,0,1,1,0,1,0,0,1,0,0.500206,0.96426,0.226154,0.290993,1.345407,0.118029,0.428102,1.363685,1.367335,2.56362,1.180521,0.145447,0.215847,0,0.087149,0.054129,0.445813,0.271271,0.291667,-1.722917,0,0,0
0,1,1,0,1,1,0,0.166,-3.053,1.488,-2.485,0,1,0,0,0,0,0,0,0,1,0.707449,0.617685,0.35616,0.552605,0.325332,0.404589,0.260465,0.543639,2.660864,1.191367,1.2033,0.362722,0,0.418978,0.265766,0.26644,0.416711,0.576699,0.097917,-0.802289,0,0,0
0,0,1,0,1,0,-2,0.861,-3.503,1.207,-1.723,0,0,0,0,0,0,0,0,0,0,0.504774,0.433438,0.259547,0.356967,0.365609,0.22679,0.213107,0.396499,1.581967,1.032421,0.047555,0.675387,0,0,0,2.283,0.00592,0.103802,0,-0.412698,0,0,0
1,0,0,0,0,2,0,5.629,-0.437,3.411,-0.745,0,0,0,0,0,0,0,0,0,0,0.411122,1.169786,0.157412,0.281806,1.433914,0.163228,0.417836,1.781859,1.190194,3.415908,0.070334,0.796639,0,0.842716,0.8084,0,0.562966,0,0.395833,0,0,0,0
1,2,0,2,0,5,0,7.454,-0.63,3.025,-1.599,0,0,0,0,1,0,0,1,0,2,0.338066,0.487736,0.413645,0.397212,0.539555,0.20617,0.286025,0.619209,1.417478,1.608,0.255111,0.356106,0.250855,0.474832,0.649818,0,0.712206,0.31059,1.36066,-0.0625,0,0,0
0,4,1,1,1,4,-2,2.435,-5.119,2.247,-2.194,0,1,0,1,1,0,0,1,1,1,0.875719,0.772034,0.586354,0.879181,0.69342,0.457763,0.667955,0.605037,3.627437,1.726948,0.524128,0,0.422535,1.984591,1.346792,0.546607,0,0.299382,3.191964,-1.15,0,0,0
1,3,0,2,0,4,0,2.427,-2.409,0.637,-3.104,0,1,0,0,0,0,0,0,0,0,1.146409,0.695378,1.038374,1.085841,0.517106,0.633752,0.407006,0.750625,4.655605,1.730545,0.266842,0,0.335008,0.141641,0.243859,0.010592,0.92433,0.076903,3.191667,-0.395833,0,0,0
1,0,2,0,0,0,-2,2.292,-1.36,1.377,-2.889,1,2,1,1,0,1,0,0,1,1,0.660088,0.614285,0.264171,0.446851,0.502617,0.380293,0.576421,0.622651,1.780548,1.539761,0.794975,0.543061,0.434986,0.071182,1.050681,0.172596,0.111575,0.306009,0.548251,-1.913294,0,-2,0
1,0,0,0,0,0,0,3.522,-1.064,1.111,-3.953,0,1,0,0,1,0,1,1,0,2,0.759556,0.868747,0.809897,0.871951,0.71362,0.4684,0.526829,0.952404,3.352231,2.139841,0.533466,0.988261,0.199772,0.941782,0.169264,0.190973,0.370709,0.31059,0.501173,-0.14881,0,0,0
1,5,0,2,0,5,0,3.563,-1.394,2.957,-2.381,0,3,0,0,2,0,2,2,0,2,0.577815,0.592989,0.605485,0.574195,0.487891,0.346676,0.484802,0.764591,3.121646,1.749425,0.305765,0,0.26776,0.616094,0.933471,0.00834,0.668408,0.30093,5.776484,-0.166667,0,0,0
0,1,1,1,0,2,-2,2.472,-4.161,2.406,-4.661,0,1,0,0,0,1,0,0,1,1,0.652456,1.026405,0.487494,0.574305,0.58152,0.297796,0.583469,1.100235,2.53869,2.162613,0.958281,2.552654,0.277976,1.856873,0,0.205679,2.092497,0.14639,0.531381,-0.145833,0,0,1
0,0,0,0,1,0,-2,0.449,-5.078,0.518,-0.204,0,0,0,0,0,0,0,0,0,0,0.501393,0.198009,0.45308,0.352673,0.227486,0.806572,0.083759,0.094017,1.761339,0.433302,0.272174,0,0,0.380737,0.175854,0.76018,0,0,0,0,0,0,0
1,0,0,0,0,2,0,2.094,0,0.601,0,0,0,0,0,0,0,0,0,0,0,0.054375,0.496881,0.03712,0.025829,0.798874,0.013822,0.13632,0.502544,0.08672,1.054548,0.070334,0,0,0,0.087149,0,0.03069,0,0.020833,0,0,0,0
1,3,0,3,1,6,0,3.673,-2.005,5.603,-0.755,1,1,2,0,2,1,1,1,2,2,0.161288,0.24216,0.143596,0.145696,0.288114,0.104905,0.094892,0.340087,0.897926,1.163015,0.089091,0,1.466477,0.068826,2.035939,0.362404,2.662842,0.331603,4.03564,-0.604167,0,0,0
1,0,1,0,0,0,0,0.345,-1.041,2.007,-0.772,0,0,0,0,0,0,0,0,0,0,0.419427,0.319922,0.336439,0.310578,0.244172,0.175542,0.167336,0.255954,1.737317,0.776935,0.18977,0.549688,1.280679,0.138215,0,0,0.00592,0,0.375,-0.527083,0,0,0
0,0,0,0,1,0,0,0.673,-1.526,0.528,-0.453,0,0,0,0,0,0,0,0,0,0,0.233413,0.007386,0.085082,0.06979,0.002545,0.236229,0.009428,0.011222,0.550391,0.005931,0.521878,0.21746,0.372494,0,0,0.240961,0.267581,0,0,0,0,0,0
1,2,0,2,0,0,0,6.471,-4.462,6.091,-2.28,1,1,1,0,1,1,1,1,1,2,0.842873,0.759793,0.472083,0.605343,0.664991,0.328438,0.341008,1.035931,3.211813,2.194852,0.177177,1.9666,0.246962,0.625934,1.105111,0.165126,3.287032,0.032616,1.963934,-0.321717,0,0,2
1,2,2,2,0,5,-2,4.93,-3.239,4.558,-2.268,0,0,0,2,0,0,0,0,2,0,1.467165,0.939163,1.561242,1.374049,1.286416,0.698645,0.554763,1.179318,5.297628,2.963495,1.2604,0.335328,0.378556,0.099539,2.767349,0.934414,0.560095,1.005998,1.250298,-1.25928,0,0,0
1,1,0,1,0,4,0,5.184,-3.32,3.421,-4.714,1,1,1,0,1,0,1,1,1,1,1.505398,1.527444,1.071032,1.204729,1.016767,0.782679,0.692742,1.442414,5.252155,3.360385,0.383365,1.408314,0.206833,1.16454,1.749264,0.27933,0.413855,0.187727,2.055205,-0.4375,0,0,1
1,1,0,1,0,4,0,6.663,-0.632,1.19,-1.526,0,1,0,0,1,0,0,0,0,1,0.50474,0.425635,0.410853,0.417894,0.392921,0.156728,0.254734,0.529725,2.107044,1.118825,0.024281,0.136791,0,1.062218,0.302011,0,1.37549,0.576095,0.519336,-0.750947,0,0,0
1,1,0,2,0,11,-3,4.468,-3.433,5.593,-3.667,0,0,0,2,0,1,1,0,1,0,0.915044,1.346561,0.739662,0.890637,1.513798,0.494217,0.924171,0.984812,3.331763,3.184624,1.144505,1.535473,0.101543,0.650669,1.050253,0.241973,2.151858,0.375179,0.574116,-0.820833,0,0,0
1,4,1,2,1,6,-2,5.143,-2.433,0.764,-2.618,0,1,0,0,2,0,1,2,0,2,0.605267,0.681687,0.89852,0.734834,0.829218,0.357817,0.344291,0.559086,2.469821,1.893764,0.094039,0,0.422496,0.616094,0.156472,1.407073,0.803825,0.871172,3.281509,-0.412698,0,0,0
1,2,0,2,0,6,0,3.014,-0.891,5.098,-0.534,0,0,0,0,2,0,0,0,0,3,0.269399,0.447188,0.176396,0.211042,0.375252,0.179596,0.153168,0.22203,1.179602,0.789993,0,0.639601,0.920378,0.650342,1.899056,0,0.630113,0.6916,1.891667,-0.15625,0,0,0
1,2,0,1,0,3,0,1.586,-0.438,3.106,-0.017,0,2,0,0,2,0,1,1,0,2,0.057686,0.097897,0.038053,0.066325,0.104555,0.028138,0.053559,0.064785,0.223873,0.26037,0.020153,0,0,0,2.331043,0.977223,0.238379,0,1.275,0,0,0,0
1,3,0,2,1,2,-3,2.627,-4.94,1.239,-6.231,0,1,0,0,1,0,0,1,1,1,0.880576,0.678536,0.846166,0.799318,0.461147,0.52696,0.363139,0.881108,3.666916,2.220068,1.027748,0.750419,2.377378,0.958356,0.028218,0.117649,1.477539,0.181707,2.455886,-0.404167,0,0,0
0,0,0,0,1,0,-2,1.224,-1.677,0.48,-0.57,0,0,0,0,0,0,0,0,0,0,0.238881,0.105875,0.345458,0.259334,0.073998,0.446916,0.087142,0.119562,1.325003,0.328981,0,0.453609,0.088092,0.03244,0,0.183032,0.604443,0.151293,0,0,0,0,0
1,0,1,1,0,3,0,1.416,-2.048,1.509,-2.435,0,0,0,0,0,0,0,0,0,0,0.857654,0.598115,0.668202,0.674105,0.306166,0.508424,0.391496,0.579876,3.102872,1.11623,0.56217,0.570144,0.117342,0.470399,0.636807,0,0.824377,0.0047,0.594386,-1.352083,0,0,1
1,0,2,0,2,0,-7,1.172,-1.931,0.93,-1.676,0,0,0,0,0,0,0,0,2,0,0.586281,0.546361,0.410549,0.504103,0.375437,0.370427,0.332441,0.57188,2.032615,1.108161,0.098238,0.769247,0.373786,3.264893,0,0.351157,0,0.302585,0.245969,-0.510417,0,0,1
1,3,1,2,1,6,-2,5.068,-3.789,2.012,-3.843,1,1,0,0,1,0,1,1,1,4,0.895541,0.807814,0.672189,0.758057,0.797035,0.387617,0.508324,0.850547,3.332494,2.355741,1.265273,0.002047,0.1744,0.62606,0.691484,0.663496,1.051402,1.19408,3.402307,-1.357161,0,0,0
0,0,2,0,2,1,-4,1.115,-4.83,0.142,-3.698,1,1,1,2,1,2,1,1,2,1,0.391763,0.193262,0.848593,0.418958,0.318063,0.798646,0.098167,0.355575,1.754195,0.971298,0.09403,0.563502,0.979057,0.396353,0.457326,1.639623,0,0,0,-1.964583,0,0,0
1,2,0,2,0,3,0,3.988,-1.949,6.937,-0.765,0,1,0,0,1,0,1,1,0,1,0.445327,0.717104,0.559168,0.537668,0.588133,0.19756,0.206332,0.685571,1.878966,2.175979,0.307458,1.313483,0,1.200963,4.242538,0.33,0.913633,0,4.295395,-0.104167,0,0,0
1,1,0,1,0,9,0,4.701,-0.256,3.579,-2.062,0,1,1,0,2,1,1,3,0,3,0.364025,0.322613,0.317955,0.294251,0.291594,0.169704,0.162333,0.407415,1.490742,1.024692,0.130578,0.702413,0.385185,0.365773,0.172617,0.068824,0.668596,0.704715,1.264869,-0.083333,0,0,0
1,0,1,1,1,0,0,3.481,-2.588,6.593,-1.978,0,0,0,0,0,0,0,0,0,1,0.612057,1.14849,0.497194,0.615516,0.496193,0.215994,0.374295,0.821136,2.13356,1.96802,0.737882,0.833987,0.801465,1.092955,0.675673,0,1.068377,0.538734,0.243627,-0.978571,0,0,0
1,0,0,0,0,0,0,1.202,-0.471,0.289,-1.603,0,0,0,0,0,0,0,0,0,0,0.242162,0.298763,0.264054,0.25456,0.263054,0.121518,0.104895,0.430843,1.129229,0.770327,0.253098,0.386331,0.143609,0.174821,0,0,0,0.166457,0.020833,0,0,0,0
0,1,2,0,2,0,-2,0.615,-3.594,1.948,-1.051,0,0,0,0,0,0,1,0,1,1,0.646409,0.21585,0.694928,0.374322,0.107797,0.392532,0.150237,0.136515,2.321986,0.376713,0.328038,0,0.496169,0.273592,0.144048,0.020642,1.122622,0,1.38244,-1.283936,0,0,0
